,name,rating,genre,year,score,votes,director,writer,star,runtime,decade,gross,budget,company
2272,"Blood In, Blood Out",R,Crime,1993,8.0,29000.0,Taylor Hackford,Ross Thomas,Damian Chapa,180.0,1990s,10.0,78.0,Hollywood Pictures
2273,In the Name of the Father,R,Biography,1993,8.1,163000.0,Jim Sheridan,Gerry Conlon,Daniel Day-Lewis,133.0,1990s,146.0,29.0,Hell's Kitchen Films
2274,Alive,R,Biography,1993,7.1,53000.0,Frank Marshall,Piers Paul Read,Ethan Hawke,120.0,1990s,82.0,71.0,Film Andes S.A.
2275,Addams Family Values,PG-13,Comedy,1993,6.8,84000.0,Barry Sonnenfeld,Charles Addams,Anjelica Huston,94.0,1990s,109.0,104.0,Paramount Pictures
2276,Indecent Proposal,R,Drama,1993,6.0,66000.0,Adrian Lyne,Jack Engelhard,Robert Redford,117.0,1990s,592.0,84.0,Paramount Pictures
2277,In the Line of Fire,R,Action,1993,7.2,96000.0,Wolfgang Petersen,Jeff Maguire,Clint Eastwood,128.0,1990s,393.0,89.0,Columbia Pictures
2278,The Age of Innocence,PG,Drama,1993,7.2,56000.0,Martin Scorsese,Edith Wharton,Daniel Day-Lewis,139.0,1990s,72.0,75.0,Columbia Pictures
2279,Menace II Society,R,Crime,1993,7.5,54000.0,Albert Hughes,Allen Hughes,Tyrin Turner,97.0,1990s,62.0,8.0,New Line Cinema
2280,Gettysburg,PG,Drama,1993,7.6,27000.0,Ron Maxwell,Michael Shaara,Tom Berenger,271.0,1990s,24.0,56.0,TriStar Television
2281,The Three Musketeers,PG,Action,1993,6.4,52000.0,Stephen Herek,Alexandre Dumas,Charlie Sheen,105.0,1990s,120.0,67.0,Walt Disney
2283,The Secret Garden,G,Drama,1993,7.3,38000.0,Agnieszka Holland,Frances Hodgson Burnett,Kate Maberly,101.0,1990s,69.0,40.0,Warner Brothers
2284,Free Willy,PG,Adventure,1993,6.0,71000.0,Simon Wincer,Keith Walker,Jason James Richter,112.0,1990s,341.0,44.0,Warner Brothers
2285,RoboCop 3,PG-13,Action,1993,4.1,47000.0,Fred Dekker,Edward Neumeier,Robert John Burke,104.0,1990s,24.0,49.0,Orion Pictures
2286,The Remains of the Day,PG,Drama,1993,7.8,69000.0,James Ivory,Kazuo Ishiguro,Anthony Hopkins,134.0,1990s,52.0,33.0,Columbia Pictures
2287,Hard Target,R,Action,1993,6.2,46000.0,John Woo,Chuck Pfarrer,Jean-Claude Van Damme,97.0,1990s,165.0,40.0,Universal Pictures
2288,Fire in the Sky,PG-13,Biography,1993,6.5,23000.0,Robert Lieberman,Travis Walton,D.B. Sweeney,109.0,1990s,44.0,33.0,Paramount Pictures
2289,Cool Runnings,PG,Adventure,1993,7.0,96000.0,Jon Turteltaub,Lynn Siefert,John Candy,98.0,1990s,344.0,31.0,Walt Disney
2290,Dave,PG-13,Comedy,1993,6.8,50000.0,Ivan Reitman,Gary Ross,Kevin Kline,110.0,1990s,140.0,62.0,Warner Brothers
2291,Kalifornia,R,Crime,1993,6.7,52000.0,Dominic Sena,Stephen Levy,Brad Pitt,117.0,1990s,5.0,20.0,Polygram Filmed Entertainment
2293,Sliver,R,Drama,1993,5.0,30000.0,Phillip Noyce,Ira Levin,Sharon Stone,107.0,1990s,258.0,89.0,Paramount Pictures
2295,Coneheads,PG,Comedy,1993,5.3,52000.0,Steve Barron,Tom Davis,Dan Aykroyd,88.0,1990s,47.0,73.0,Paramount Pictures
2296,So I Married an Axe Murderer,PG-13,Comedy,1993,6.5,36000.0,Thomas Schlamme,Robbie Fox,Mike Myers,93.0,1990s,26.0,44.0,TriStar Pictures
2297,Hot Shots! Part Deux,PG-13,Action,1993,6.6,86000.0,Jim Abrahams,Jim Abrahams,Charlie Sheen,86.0,1990s,297.0,56.0,Twentieth Century Fox
2298,Much Ado About Nothing,PG-13,Comedy,1993,7.3,46000.0,Kenneth Branagh,William Shakespeare,Kenneth Branagh,111.0,1990s,50.0,24.0,Renaissance Films
2299,The Crush,R,Drama,1993,5.8,17000.0,Alan Shapiro,Alan Shapiro,Cary Elwes,89.0,1990s,30.0,13.0,Morgan Creek Entertainment
2300,Loaded Weapon 1,PG-13,Action,1993,6.2,45000.0,Gene Quintano,Don Holley,Emilio Estevez,84.0,1990s,62.0,29.0,New Line Cinema
2304,A Perfect World,PG-13,Crime,1993,7.5,76000.0,Clint Eastwood,John Lee Hancock,Kevin Costner,138.0,1990s,300.0,67.0,Warner Brothers
2305,Leprechaun,R,Comedy,1993,4.8,25000.0,Mark Jones,Mark Jones,Warwick Davis,92.0,1990s,19.0,2.0,Trimark Pictures
2306,Malice,R,Crime,1993,6.4,24000.0,Harold Becker,Aaron Sorkin,Alec Baldwin,107.0,1990s,103.0,44.0,Castle Rock Entertainment
2307,What's Love Got to Do with It,R,Biography,1993,7.3,18000.0,Brian Gibson,Tina Turner,Angela Bassett,118.0,1990s,87.0,33.0,Touchstone Pictures
2310,Striking Distance,R,Action,1993,5.9,41000.0,Rowdy Herrington,Rowdy Herrington,Bruce Willis,102.0,1990s,54.0,67.0,Columbia Pictures
2312,Searching for Bobby Fischer,PG,Biography,1993,7.4,37000.0,Steven Zaillian,Fred Waitzkin,Joe Mantegna,109.0,1990s,16.0,27.0,Mirage
2314,Matinee,PG,Comedy,1993,6.9,10000.0,Joe Dante,Jerico Stone,John Goodman,99.0,1990s,21.0,29.0,Universal Pictures
2315,The Good Son,R,Drama,1993,6.4,37000.0,Joseph Ruben,Ian McEwan,Macaulay Culkin,87.0,1990s,135.0,38.0,Twentieth Century Fox
2316,The Beverly Hillbillies,PG,Comedy,1993,5.0,18000.0,Penelope Spheeris,Paul Henning,Diedrich Bader,92.0,1990s,127.0,56.0,Twentieth Century Fox
2317,Beethoven's 2nd,PG,Comedy,1993,4.9,26000.0,Rod Daniel,John Hughes,Charles Grodin,89.0,1990s,262.0,33.0,Northern Lights Entertainment
2318,Killing Zoe,R,Crime,1993,6.5,20000.0,Roger Avary,Roger Avary,Eric Stoltz,96.0,1990s,1.0,3.0,Davis-Films
2319,Cronos,R,Fantasy,1993,6.7,28000.0,Guillermo del Toro,Guillermo del Toro,Federico Luppi,94.0,1990s,1.0,4.0,CNCAIMC
2320,Geronimo: An American Legend,PG-13,Drama,1993,6.5,9900.0,Walter Hill,John Milius,Jason Patric,115.0,1990s,41.0,78.0,Columbia Pictures
2321,Wayne's World 2,PG-13,Comedy,1993,6.2,79000.0,Stephen Surjik,Mike Myers,Mike Myers,95.0,1990s,107.0,89.0,Paramount Pictures
2324,Romeo Is Bleeding,R,Crime,1993,6.6,13000.0,Peter Medak,Hilary Henkin,Gary Oldman,110.0,1990s,7.0,26.0,Polygram Filmed Entertainment
2325,Rising Sun,R,Action,1993,6.3,43000.0,Philip Kaufman,Michael Crichton,Sean Connery,129.0,1990s,238.0,78.0,Twentieth Century Fox
2326,For Love or Money,PG,Comedy,1993,6.2,13000.0,Barry Sonnenfeld,Mark Rosenthal,Michael J. Fox,96.0,1990s,25.0,67.0,Universal Pictures
2327,Teenage Mutant Ninja Turtles III,PG,Action,1993,4.8,32000.0,Stuart Gillard,Kevin Eastman,Elias Koteas,96.0,1990s,94.0,47.0,Golden Harvest Company
2328,Body Snatchers,R,Horror,1993,6.0,17000.0,Abel Ferrara,Jack Finney,Gabrielle Anwar,87.0,1990s,1.0,29.0,Dorset Productions
2330,Airborne,PG,Adventure,1993,6.3,6500.0,Rob Bowman,Bill Apablasa,Shane McDermott,91.0,1990s,6.0,6.0,Icon Entertainment International
2331,The Thing Called Love,PG-13,Comedy,1993,6.4,7400.0,Peter Bogdanovich,Carol Heikkinen,River Phoenix,116.0,1990s,2.0,31.0,Paramount Pictures
2333,The House of the Spirits,R,Drama,1993,6.9,22000.0,Bille August,Isabel Allende,Jeremy Irons,140.0,1990s,14.0,89.0,Constantin
2335,Little Buddha,PG,Drama,1993,6.1,16000.0,Bernardo Bertolucci,Bernardo Bertolucci,Keanu Reeves,123.0,1990s,11.0,78.0,CiBy 2000
2336,Dragon,PG-13,Action,1993,7.0,29000.0,Rob Cohen,Robert Clouse,Jason Scott Lee,120.0,1990s,141.0,31.0,Raffaella De Laurentiis Productions
2337,Poetic Justice,R,Drama,1993,6.1,13000.0,John Singleton,John Singleton,Janet Jackson,109.0,1990s,61.0,31.0,Columbia Pictures
2338,The Joy Luck Club,R,Drama,1993,7.7,16000.0,Wayne Wang,Amy Tan,Tamlyn Tomita,139.0,1990s,73.0,24.0,Hollywood Pictures
2340,Untamed Heart,PG-13,Drama,1993,6.8,13000.0,Tony Bill,Tom Sierchio,Christian Slater,102.0,1990s,42.0,17.0,Metro-Goldwyn-Mayer (MGM)
2341,Batman: Mask of the Phantasm,PG,Animation,1993,7.8,45000.0,Directors,Alan Burnett,Kevin Conroy,76.0,1990s,13.0,13.0,Warner Brothers
2344,Heart and Souls,PG-13,Comedy,1993,7.0,17000.0,Ron Underwood,Gregory Hansen,Robert Downey Jr.,104.0,1990s,37.0,56.0,Universal Pictures
2346,Ruby in Paradise,R,Drama,1993,7.0,2500.0,Victor Nunez,Jane Austen,Ashley Judd,114.0,1990s,2.0,2.0,Full Crew/Say Yea
2347,Six Degrees of Separation,R,Comedy,1993,6.8,20000.0,Fred Schepisi,John Guare,Will Smith,112.0,1990s,14.0,27.0,Metro-Goldwyn-Mayer (MGM)
2349,Farewell My Concubine,R,Drama,1993,8.1,26000.0,Kaige Chen,Pik-Wah Lee,Leslie Cheung,171.0,1990s,14.0,9.0,Tomson Films
2351,Judgment Night,R,Action,1993,6.6,16000.0,Stephen Hopkins,Lewis Colick,Emilio Estevez,110.0,1990s,28.0,47.0,Largo Entertainment
2352,Shadowlands,PG,Biography,1993,7.3,18000.0,Richard Attenborough,William Nicholson,Anthony Hopkins,131.0,1990s,57.0,49.0,Price Entertainment
2353,Arizona Dream,R,Comedy,1993,7.3,42000.0,Emir Kusturica,David Atkins,Johnny Depp,142.0,1990s,0.0,42.0,Canal+
2354,Nowhere to Run,R,Action,1993,5.7,22000.0,Robert Harmon,Joe Eszterhas,Jean-Claude Van Damme,94.0,1990s,49.0,33.0,Columbia Pictures
2355,King of the Hill,PG-13,Drama,1993,7.4,7800.0,Steven Soderbergh,A.E. Hotchner,Jesse Bradford,103.0,1990s,3.0,18.0,Wildwood Enterprises
2356,Mad Dog and Glory,R,Comedy,1993,6.2,21000.0,John McNaughton,Richard Price,Robert De Niro,97.0,1990s,25.0,42.0,Universal Pictures
2359,The Program,R,Action,1993,6.5,9700.0,David S. Ward,David S. Ward,James Caan,112.0,1990s,51.0,33.0,Touchstone Pictures
2360,Ghost in the Machine,R,Horror,1993,4.6,3400.0,Rachel Talalay,William Davies,Karen Allen,95.0,1990s,11.0,27.0,Twentieth Century Fox
2362,Manhattan Murder Mystery,PG,Comedy,1993,7.3,41000.0,Woody Allen,Woody Allen,Woody Allen,104.0,1990s,25.0,30.0,TriStar Pictures
2364,Weekend at Bernie's II,PG,Adventure,1993,4.8,13000.0,Robert Klane,Robert Klane,Andrew McCarthy,97.0,1990s,28.0,16.0,Artimm
2366,The Adventures of Huck Finn,PG,Adventure,1993,6.2,8000.0,Stephen Sommers,Mark Twain,Elijah Wood,108.0,1990s,54.0,14.0,Steve White Productions
2367,Made in America,PG-13,Comedy,1993,5.1,16000.0,Richard Benjamin,Marcia Brandwynne,Whoopi Goldberg,111.0,1990s,233.0,49.0,Canal+
2370,The Dark Half,R,Horror,1993,6.0,16000.0,George A. Romero,Stephen King,Timothy Hutton,122.0,1990s,24.0,33.0,Orion Pictures
2371,Only the Strong,PG-13,Action,1993,6.6,5900.0,Sheldon Lettich,Sheldon Lettich,Mark Dacascos,99.0,1990s,7.0,13.0,August Entertainment
2372,My Life,PG-13,Drama,1993,6.8,11000.0,Bruce Joel Rubin,Bruce Joel Rubin,Michael Keaton,117.0,1990s,62.0,33.0,Capella Films
2374,Look Who's Talking Now,PG-13,Comedy,1993,4.4,28000.0,Tom Ropelewski,Tom Ropelewski,John Travolta,96.0,1990s,23.0,49.0,TriStar Pictures
2375,The Meteor Man,PG,Action,1993,5.2,7800.0,Robert Townsend,Robert Townsend,Robert Townsend,100.0,1990s,18.0,44.0,Metro-Goldwyn-Mayer (MGM)
2377,CB4,R,Comedy,1993,6.3,9000.0,Tamra Davis,Chris Rock,Chris Rock,89.0,1990s,40.0,13.0,Imagine Entertainment
2378,Calendar Girl,PG-13,Comedy,1993,5.1,2100.0,John Whitesell,Paul W. Shapiro,Jason Priestley,90.0,1990s,6.0,29.0,Parkway Productions
2379,Heaven & Earth,R,Action,1993,6.8,14000.0,Oliver Stone,Le Ly Hayslip,Hiep Thi Le,140.0,1990s,13.0,73.0,Alcor Films
2380,Indian Summer,PG-13,Comedy,1993,6.6,5300.0,Mike Binder,Mike Binder,Alan Arkin,97.0,1990s,33.0,20.0,Outlaw Productions (I)
2381,Once Upon a Forest,G,Animation,1993,6.5,5200.0,Charles Grosvenor,Rae Lambert,Michael Crawford,71.0,1990s,15.0,29.0,Hanna-Barbera Productions
2382,Posse,R,Western,1993,5.5,4200.0,Mario Van Peebles,Sy Richardson,Mario Van Peebles,111.0,1990s,41.0,22.0,Polygram Filmed Entertainment
2385,Even Cowgirls Get the Blues,R,Comedy,1993,4.4,7100.0,Gus Van Sant,Tom Robbins,Uma Thurman,106.0,1990s,4.0,18.0,New Line Cinema
2387,Best of the Best II,R,Action,1993,5.6,5400.0,Robert Radler,Max Strom,Eric Roberts,101.0,1990s,15.0,16.0,Picture Securities
2388,The Thief and the Cobbler,G,Animation,1993,7.1,3700.0,Richard Williams,Richard Williams,Vincent Price,90.0,1990s,1.0,56.0,Richard Williams Productions
2389,My Boyfriend's Back,PG-13,Comedy,1993,5.4,4300.0,Bob Balaban,Dean Lorey,Andrew Lowery,85.0,1990s,7.0,27.0,Touchstone Pictures
2390,Warlock: The Armageddon,R,Action,1993,5.4,5700.0,Anthony Hickox,Kevin Rock,Julian Sands,98.0,1990s,9.0,7.0,Trimark Pictures
2394,Iron Monkey,PG-13,Action,1993,7.5,16000.0,Woo-Ping Yuen,Tan Cheung,Rongguang Yu,85.0,1990s,33.0,24.0,Film Workshop
2395,Mr. Nanny,PG,Action,1993,3.8,8900.0,Michael Gottlieb,Edward Rugoff,Hulk Hogan,84.0,1990s,10.0,22.0,New Line Cinema
2399,"Faraway, So Close!",PG-13,Drama,1993,7.3,7800.0,Wim Wenders,Wim Wenders,Otto Sander,140.0,1990s,2.0,23.0,Road Movies Filmproduktion
2400,Dangerous Game,R,Drama,1993,5.6,3600.0,Abel Ferrara,Nicholas St. John,Harvey Keitel,108.0,1990s,3.0,22.0,Cecchi Gori Europa N.V.
2401,Deadfall,R,Crime,1993,4.0,3000.0,Christopher Coppola,Christopher Coppola,Michael Biehn,98.0,1990s,0.0,22.0,Trimark Pictures
2402,A Home of Our Own,PG,Biography,1993,7.1,3000.0,Tony Bill,Patrick Sheane Duncan,Kathy Bates,104.0,1990s,4.0,27.0,A&M Films
2404,Guilty as Sin,R,Crime,1993,5.6,4900.0,Sidney Lumet,Larry Cohen,Rebecca De Mornay,107.0,1990s,51.0,27.0,Hollywood Pictures
2405,The Wedding Banquet,R,Comedy,1993,7.6,14000.0,Ang Lee,Ang Lee,Winston Chao,106.0,1990s,15.0,2.0,Ang Lee Productions
2407,Aspen Extreme,PG-13,Drama,1993,6.0,2800.0,Patrick Hasburgh,Patrick Hasburgh,Paul Gross,113.0,1990s,18.0,31.0,Hollywood Pictures
2409,Blink,R,Crime,1993,6.2,8000.0,Michael Apted,Dana Stevens,Madeleine Stowe,106.0,1990s,37.0,24.0,New Line Cinema
2411,Sugar Hill,R,Crime,1993,5.9,4300.0,Leon Ichaso,Barry Michael Cooper,Wesley Snipes,123.0,1990s,40.0,22.0,Beacon Communications
2412,Man's Best Friend,R,Comedy,1993,5.2,4100.0,John Lafia,John Lafia,Ally Sheedy,87.0,1990s,29.0,13.0,New Line Cinema
2413,Mr. Jones,R,Drama,1993,5.8,6900.0,Mike Figgis,Eric Roth,Richard Gere,114.0,1990s,19.0,56.0,Rastar Productions
2414,Carnosaur,R,Horror,1993,3.6,3700.0,Adam Simon,John Brosnan,Diane Ladd,83.0,1990s,4.0,2.0,New Horizons Picture
2415,Mr. Wonderful,PG-13,Comedy,1993,5.9,3200.0,Anthony Minghella,Amy Schor Ferris,Matt Dillon,98.0,1990s,7.0,29.0,Night Life Inc.
2416,Cop & ½,PG,Comedy,1993,4.1,8300.0,Henry Winkler,Arne Olsen,Burt Reynolds,97.0,1990s,90.0,31.0,Imagine Entertainment
2420,Money for Nothing,R,Comedy,1993,5.7,3700.0,Ramón Menéndez,Mark Bowden,John Cusack,100.0,1990s,2.0,24.0,Permut Presentations
2422,Son of the Pink Panther,PG,Comedy,1993,3.9,5000.0,Blake Edwards,Maurice Richlin,Roberto Benigni,93.0,1990s,5.0,56.0,Filmauro
2425,"Bodies, Rest & Motion",R,Drama,1993,5.7,2200.0,Michael Steinberg,Roger Hedden,Phoebe Cates,95.0,1990s,2.0,6.0,Fine Line Features
2432,Mother's Boys,R,Drama,1993,5.4,3000.0,Yves Simoneau,Bernard Taylor,Jamie Lee Curtis,96.0,1990s,2.0,18.0,Miramax
2433,The Nutcracker,G,Family,1993,5.9,1900.0,Emile Ardolino,Susan Cooper,Darci Kistler,92.0,1990s,5.0,42.0,Krasnow Productions
2436,Fear of a Black Hat,R,Comedy,1993,7.2,3900.0,Rusty Cundieff,Rusty Cundieff,Larry B. Scott,88.0,1990s,1.0,2.0,Incorporated Television Company (ITC)
2438,Boiling Point,R,Action,1993,5.0,5700.0,James B. Harris,Gerald Petievich,Wesley Snipes,92.0,1990s,22.0,20.0,StudioCanal
2440,Josh and S.A.M.,PG-13,Adventure,1993,5.7,1400.0,Billy Weber,Frank Deese,Jacob Tierney,96.0,1990s,4.0,40.0,Castle Rock Entertainment
2442,The Night We Never Met,R,Comedy,1993,6.0,2400.0,Warren Leight,Warren Leight,Matthew Broderick,99.0,1990s,4.0,18.0,Miramax
2443,The Shawshank Redemption,R,Drama,1994,9.3,2400000.0,Frank Darabont,Stephen King,Tim Robbins,142.0,1990s,62.0,54.0,Castle Rock Entertainment
2444,Pulp Fiction,R,Crime,1994,8.9,1900000.0,Quentin Tarantino,Quentin Tarantino,John Travolta,154.0,1990s,462.0,17.0,Miramax
2445,Forrest Gump,PG-13,Drama,1994,8.8,1900000.0,Robert Zemeckis,Winston Groom,Tom Hanks,142.0,1990s,1465.0,119.0,Paramount Pictures
2447,True Lies,R,Action,1994,7.2,243000.0,James Cameron,Claude Zidi,Arnold Schwarzenegger,141.0,1990s,818.0,248.0,Twentieth Century Fox
2448,The Lion King,G,Animation,1994,8.5,970000.0,Roger Allers,Irene Mecchi,Matthew Broderick,88.0,1990s,2341.0,97.0,Walt Disney
2449,The Mask,PG-13,Action,1994,6.9,357000.0,Chuck Russell,Michael Fallon,Jim Carrey,101.0,1990s,759.0,50.0,New Line Cinema
2450,Speed,R,Action,1994,7.2,339000.0,Jan de Bont,Graham Yost,Keanu Reeves,116.0,1990s,757.0,65.0,The Mark Gordon Company
2451,Stargate,PG-13,Action,1994,7.1,180000.0,Roland Emmerich,Dean Devlin,Kurt Russell,116.0,1990s,425.0,119.0,Canal+
2452,The Little Rascals,PG,Comedy,1994,6.3,45000.0,Penelope Spheeris,Penelope Spheeris,Travis Tedford,82.0,1990s,145.0,50.0,Universal Pictures
2453,Dumb and Dumber,PG-13,Comedy,1994,7.3,361000.0,Peter Farrelly,Peter Farrelly,Jim Carrey,107.0,1990s,534.0,37.0,New Line Cinema
2454,Legends of the Fall,R,Drama,1994,7.5,154000.0,Edward Zwick,Susan Shilliday,Brad Pitt,133.0,1990s,347.0,65.0,TriStar Pictures
2455,Natural Born Killers,R,Action,1994,7.3,222000.0,Oliver Stone,Quentin Tarantino,Woody Harrelson,118.0,1990s,109.0,73.0,Warner Brothers
2456,The Crow,R,Action,1994,7.6,170000.0,Alex Proyas,James O'Barr,Brandon Lee,102.0,1990s,109.0,50.0,Crowvision Inc.
2457,Interview with the Vampire: the Vampire Chronicles,R,Drama,1994,7.5,301000.0,Neil Jordan,Anne Rice,Brad Pitt,123.0,1990s,483.0,130.0,Geffen Pictures
2458,Four Weddings and a Funeral,R,Comedy,1994,7.1,144000.0,Mike Newell,Richard Curtis,Hugh Grant,117.0,1990s,531.0,10.0,Polygram Filmed Entertainment
2459,The Flintstones,PG,Comedy,1994,4.9,77000.0,Brian Levant,Tom S. Parker,John Goodman,91.0,1990s,738.0,99.0,Universal Pictures
2460,Ace Ventura: Pet Detective,PG-13,Comedy,1994,6.9,284000.0,Tom Shadyac,Jack Bernstein,Jim Carrey,86.0,1990s,232.0,32.0,Morgan Creek Entertainment
2461,Little Women,PG,Drama,1994,7.3,54000.0,Gillian Armstrong,Louisa May Alcott,Susan Sarandon,115.0,1990s,108.0,39.0,Columbia Pictures
2462,Street Fighter,PG-13,Action,1994,4.0,67000.0,Steven E. de Souza,Steven E. de Souza,Jean-Claude Van Damme,102.0,1990s,215.0,76.0,Capcom Entertainment
2464,Clear and Present Danger,PG-13,Action,1994,6.9,93000.0,Phillip Noyce,Tom Clancy,Harrison Ford,141.0,1990s,466.0,134.0,Mace Neufeld Productions
2469,Maverick,PG,Action,1994,7.0,104000.0,Richard Donner,Roy Huggins,Mel Gibson,127.0,1990s,395.0,162.0,Donner/Shuler-Donner Productions
2470,Wyatt Earp,PG-13,Adventure,1994,6.7,47000.0,Lawrence Kasdan,Dan Gordon,Kevin Costner,191.0,1990s,54.0,136.0,Warner Brothers
2471,The Last Seduction,R,Crime,1994,7.1,22000.0,John Dahl,Steve Barancik,Linda Fiorentino,110.0,1990s,13.0,5.0,Incorporated Television Company (ITC)
2473,Little Giants,PG,Comedy,1994,6.4,27000.0,Duwayne Dunham,James Ferguson,Rick Moranis,107.0,1990s,42.0,43.0,Warner Brothers
2474,Ed Wood,R,Biography,1994,7.8,168000.0,Tim Burton,Rudolph Grey,Johnny Depp,127.0,1990s,13.0,39.0,Touchstone Pictures
2475,Star Trek: Generations,PG,Action,1994,6.6,78000.0,David Carson,Gene Roddenberry,Patrick Stewart,118.0,1990s,255.0,76.0,Paramount Pictures
2476,Disclosure,R,Drama,1994,6.1,48000.0,Barry Levinson,Michael Crichton,Michael Douglas,128.0,1990s,462.0,119.0,Warner Brothers
2477,Angels in the Outfield,PG,Comedy,1994,6.2,30000.0,William Dear,Dorothy Kingsley,Danny Glover,102.0,1990s,109.0,52.0,Caravan Pictures
2478,In the Mouth of Madness,R,Drama,1994,7.2,64000.0,John Carpenter,Michael De Luca,Sam Neill,95.0,1990s,19.0,17.0,New Line Cinema
2479,Richie Rich,PG,Comedy,1994,5.4,66000.0,Donald Petrie,Neil Tolkin,Macaulay Culkin,95.0,1990s,82.0,86.0,Warner Brothers
2480,Beverly Hills Cop III,R,Action,1994,5.6,78000.0,John Landis,Danilo Bach,Eddie Murphy,104.0,1990s,257.0,108.0,Paramount Pictures
2481,Reality Bites,PG-13,Comedy,1994,6.6,47000.0,Ben Stiller,Helen Childress,Winona Ryder,99.0,1990s,72.0,25.0,Jersey Films
2482,Naked Gun 33 1/3: the Final Insult,PG-13,Comedy,1994,6.5,100000.0,Peter Segal,Pat Proft,Leslie Nielsen,83.0,1990s,110.0,65.0,Paramount Pictures
2485,Junior,PG-13,Comedy,1994,4.6,66000.0,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,109.0,1990s,234.0,130.0,Universal Pictures
2486,New Nightmare,R,Fantasy,1994,6.5,53000.0,Wes Craven,Wes Craven,Heather Langenkamp,112.0,1990s,43.0,17.0,New Line Cinema
2487,Baby's Day Out,PG,Adventure,1994,6.2,48000.0,Patrick Read Johnson,John Hughes,Lara Flynn Boyle,99.0,1990s,36.0,104.0,Twentieth Century Fox
2488,The River Wild,PG-13,Adventure,1994,6.4,43000.0,Curtis Hanson,Denis O'Neill,Meryl Streep,111.0,1990s,204.0,97.0,Universal Pictures
2491,The Next Karate Kid,PG,Action,1994,4.5,28000.0,Christopher Cain,Robert Mark Kamen,Pat Morita,107.0,1990s,34.0,26.0,Columbia Pictures
2492,Blown Away,R,Action,1994,6.2,29000.0,Stephen Hopkins,John Rice,Jeff Bridges,121.0,1990s,65.0,60.0,Metro-Goldwyn-Mayer (MGM)
2493,Color of Night,R,Mystery,1994,5.2,23000.0,Richard Rush,Billy Ray,Bruce Willis,121.0,1990s,43.0,86.0,Cinergi Pictures Entertainment
2494,North,PG,Adventure,1994,4.5,13000.0,Rob Reiner,Alan Zweibel,Elijah Wood,87.0,1990s,16.0,86.0,Castle Rock Entertainment
2495,Muriel's Wedding,R,Comedy,1994,7.2,37000.0,P.J. Hogan,P.J. Hogan,Toni Collette,106.0,1990s,33.0,19.0,CiBy 2000
2496,The Client,PG-13,Crime,1994,6.7,62000.0,Joel Schumacher,John Grisham,Susan Sarandon,119.0,1990s,254.0,97.0,Warner Brothers
2498,It Could Happen to You,PG,Comedy,1994,6.4,37000.0,Andrew Bergman,Jane Anderson,Nicolas Cage,101.0,1990s,82.0,43.0,TriStar Pictures
2501,Wolf,R,Drama,1994,6.2,54000.0,Mike Nichols,Jim Harrison,Jack Nicholson,125.0,1990s,283.0,151.0,Columbia Pictures
2502,Mary Shelley's Frankenstein,R,Drama,1994,6.4,53000.0,Kenneth Branagh,Mary Shelley,Robert De Niro,123.0,1990s,242.0,97.0,TriStar Pictures
2503,Exit to Eden,R,Comedy,1994,4.3,6600.0,Garry Marshall,Anne Rice,Dana Delany,113.0,1990s,15.0,54.0,Savoy Pictures
2504,The Jungle Book,PG,Adventure,1994,6.0,17000.0,Stephen Sommers,Rudyard Kipling,Jason Scott Lee,111.0,1990s,93.0,58.0,Vegahom Europe
2505,The Hudsucker Proxy,PG,Comedy,1994,7.2,78000.0,Joel Coen,Ethan Coen,Tim Robbins,111.0,1990s,6.0,86.0,Polygram Filmed Entertainment
2506,Timecop,R,Action,1994,5.9,57000.0,Peter Hyams,Mark Verheiden,Jean-Claude Van Damme,99.0,1990s,220.0,58.0,Largo Entertainment
2507,The Santa Clause,PG,Comedy,1994,6.5,102000.0,John Pasquin,Leo Benvenuti,Tim Allen,97.0,1990s,412.0,48.0,Walt Disney
2508,The Specialist,R,Action,1994,5.6,63000.0,Luis Llosa,John Shirley,Sylvester Stallone,110.0,1990s,368.0,97.0,Warner Brothers
2509,The Pagemaster,G,Animation,1994,6.1,22000.0,Pixote Hunt,David Kirschner,Macaulay Culkin,80.0,1990s,30.0,58.0,Twentieth Century Fox
2510,Shallow Grave,R,Crime,1994,7.3,58000.0,Danny Boyle,John Hodge,Kerry Fox,89.0,1990s,4.0,5.0,Channel Four
2511,Serial Mom,R,Comedy,1994,6.8,28000.0,John Waters,John Waters,Kathleen Turner,95.0,1990s,17.0,28.0,Savoy Pictures
2512,Bad Girls,R,Action,1994,5.2,12000.0,Jonathan Kaplan,Albert S. Ruddy,Madeleine Stowe,99.0,1990s,33.0,54.0,Twentieth Century Fox
2513,The Shadow,PG-13,Action,1994,6.1,24000.0,Russell Mulcahy,Walter B. Gibson,Alec Baldwin,108.0,1990s,104.0,54.0,Universal Pictures
2515,Blue Sky,PG-13,Drama,1994,6.4,7000.0,Tony Richardson,Rama Laurie Stagner,Jessica Lange,101.0,1990s,7.0,35.0,Orion Pictures
2516,Quiz Show,PG-13,Biography,1994,7.5,66000.0,Robert Redford,Paul Attanasio,Ralph Fiennes,133.0,1990s,54.0,67.0,Baltimore Pictures
2517,Surviving the Game,R,Action,1994,6.2,11000.0,Ernest R. Dickerson,Eric Bernt,Rutger Hauer,96.0,1990s,17.0,16.0,New Line Cinema
